OBJECTID,Identificador de la manzana catastral,Clase de predio predominante,Grupo económico predominante,Avalúo catastral por manzana ($),Observación,GLOBALID,coord_x,coord_y
6742,004107053,N,RESIDENCIAL,1133921,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{466281A7-B1BD-4572-9541-5E2E912E90B9},"-74,1044494937443","4,598274647402773"
6743,004107060,N,RESIDENCIAL,1601373,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{85822B2A-C21C-4C53-9E40-FFC7429E7917},"-74,10577150580453","4,598413083064607"
6780,007105017,N,OFICINAS,2032235,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1A4E7C0C-3A62-4D41-ADAC-B6DC6CF19147},"-74,07329027701722","4,620302646620924"
6783,007106001,N,RESIDENCIAL,1711362,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{ABE74062-2077-4A01-8057-C974049F9A61},"-74,07662791480969","4,623873843552587"
6813,008107021,N,RESIDENCIAL,1784864,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F2F57C61-A8DB-4B73-B092-D222759B299F},"-74,0661666308431","4,611071136318839"
6834,007101004,N,LOTES,1278518,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A07562A7-D5B3-4573-9F7B-DC1DBB4AAC71},"-74,07329982477988","4,627961934607651"
6868,007104039,N,RESIDENCIAL,2038385,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{998077D4-3388-4208-BC6D-2EF47188BEF5},"-74,07445412192068","4,621664647606925"
6869,007104041,N,RESIDENCIAL,2021270,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6057FC77-6C1F-46EC-BD56-1B17AFE056F7},"-74,07458679511618","4,619847854212887"
6871,007104045,N,OFICINAS,1955000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{48F32DD3-CDD7-4C5E-92E6-D8063A4FEEE4},"-74,07504196130103","4,621195293933232"
6873,007101001,N,OFICINAS,2059698,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B2EAD73D-EE0F-42C9-B81B-72E6FDF91383},"-74,0727907961422","4,630732510563652"
6892,008112009,N,OFICINAS,2480771,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7107C021-3F45-4814-BB00-AF0F18C7CDE4},"-74,06747762007468","4,628350393666189"
6906,007101007,N,RESIDENCIAL,2044721,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D0411AC3-5842-4852-BB00-F9EDFB36F814},"-74,07372457752443","4,625213650023179"
6907,007101008,N,RESIDENCIAL,2050468,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D62B4B49-6DB9-41C2-AE14-18C331681C2A},"-74,07392600145656","4,624832789196653"
6908,007101010,N,LOTES,976943,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9001699A-D70E-4E8F-8FE8-CEDD9D017D63},"-74,07334825619422","4,631674025433179"
6962,005107010,N,RESIDENCIAL,2096522,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{98693341-A555-42DB-A79E-80079656D00D},"-74,08156071299632","4,630408726554124"
7014,008112002,N,UNIVERSIDADES Y COLEGIOS,2073602,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E04EA510-DC73-4795-8F9F-38BA32427D11},"-74,06729842638565","4,631132297471639"
7017,008112006,N,BODEGAS,854493,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9D1610ED-0F6C-44F9-8CC8-DDF338F0C210},"-74,06793591111455","4,628463284521479"
7026,007102023,N,RESIDENCIAL,1881227,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DB65C7B2-B897-4B53-A1F0-8F040F9FBF2C},"-74,07144140889609","4,631135712888003"
7105,007104003,N,OFICINAS,2065045,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8F279081-8F7A-4B99-AA92-5A89E5F1A929},"-74,0698861323248","4,623451290177568"
7108,007203013,N,OTROS,2065002,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{505E4054-1538-4531-B15C-87CDC5B67179},"-74,06641997084716","4,648703660891864"
7148,007203022,N,OFICINAS,2068988,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A1ADFA44-AEAD-41B2-B47C-17B10CDE2F80},"-74,06719328079288","4,643288378291224"
7189,004107048,N,RESIDENCIAL,1184083,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0CC609CF-AE78-46E2-966F-B43AA79CD1A3},"-74,1046918990679","4,596950928933046"
7229,007203026,N,RESIDENCIAL,2067356,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BC6B36C9-88D6-4C01-80CB-B46D5788809F},"-74,06751118353598","4,642663603997002"
7265,008213039,N,OTROS,2521539,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{513E61CB-59C0-42A5-8E68-FFFD6D36821B},"-74,06477623152985","4,646827618900525"
7301,008213041,N,LOTES,837000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1561733A-F0A2-4808-B453-5B207A228ABF},"-74,06132580125305","4,648167968143741"
7313,007102036,N,RESIDENCIAL,1785286,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7CE07F25-972D-4B68-9ED9-35587E34ED24},"-74,07445911782393","4,633473804874634"
7386,008108003,N,RESIDENCIAL,2369612,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{87CFB3C4-9D2D-4350-AEF9-F7DB480C0279},"-74,06910032335097","4,620901653239508"
7403,007205013,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D34D742C-EB8A-478B-BA86-02DE5699AEBB},"-74,07030479804065","4,6351504073940255"
7405,007205016,N,RESIDENCIAL,1844687,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BD590F7C-473A-4F0B-BA21-C6FDF2A76E60},"-74,070014688148","4,6356146653874095"
7407,007205018,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E787EA4E-09E8-4A00-B636-20FEB5F232AD},"-74,07065901844334","4,634717465640385"
7492,005107019,N,RESIDENCIAL,1967799,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7E0C454F-F584-4406-B04D-2AFD5FA63D2C},"-74,08209557619784","4,631200322188746"
7544,008212006,N,UNIVERSIDADES Y COLEGIOS,2156434,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3FCE2630-A000-414B-9CF6-3A316D836886},"-74,06655922894248","4,634844217629304"
7575,008111005,N,UNIVERSIDADES Y COLEGIOS,1283500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C6A945E9-AA61-409E-B04F-71FD01FABCFE},"-74,06508109070732","4,626761905150869"
7624,003205024,N,RESIDENCIAL,309027,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{219135A7-CAB8-4DD3-8E09-7C6F2F60622B},"-74,06954590403963","4,590348597622259"
7625,003109012,N,RESIDENCIAL,3937632,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{667A395C-D94A-456F-BD79-F1D88321F9D4},"-74,07216082061103","4,605054005878008"
7664,007103023,N,OFICINAS,1971218,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9E266C1C-378A-49E8-9438-0AC7BFC44262},"-74,07213893627056","4,6304294992024735"
7673,007103025,N,OFICINAS,2000315,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A2B72138-7100-455E-AEB3-05DDB2083DFA},"-74,0724478886679","4,628707439801242"
7676,007103028,N,OFICINAS,2011351,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E4B9065C-2ECA-4AD4-B350-CFF8F58E0FE3},"-74,07293634764186","4,626549768794202"
7683,008112022,N,LOTES,702000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1592C24C-7574-4DD3-AC5B-18B35688F2A4},"-74,06583883390192","4,6294560203220785"
7738,002102047,N,RESIDENCIAL,1319436,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{64F19982-DE60-471C-8322-E234DED47133},"-74,09693825769891","4,589499934383329"
7790,004501013,N,RESIDENCIAL,1138760,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DF34FAD9-2220-4E5C-B18C-5727D0D5B017},"-74,13132738453888","4,6274342269344295"
7983,008103007,N,RESIDENCIAL,1139329,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1829FED1-2710-4EB7-B84B-16A68113A4D9},"-74,06586780043267","4,619149326205767"
8197,007207002,N,LOTES,1228873,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{79E13F34-254D-46F5-AF70-5D0F946027ED},"-74,07266937927754","4,641106149334878"
8202,007207004,N,RESIDENCIAL,1469976,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F32D5900-B67A-46CC-B405-DC38B773F248},"-74,0731851878044","4,640845802664466"
8204,007207013,N,COMERCIO,2654117,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1F3CF9C9-6D08-4310-97A5-F2A995E496B7},"-74,07690294782489","4,64201715959795"
8254,008105016,N,RESIDENCIAL,1896900,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7F5D90CB-4FC9-4CAF-8A65-5897C1169F31},"-74,06456578994849","4,615402136531708"
8275,004403023,N,RESIDENCIAL,1281826,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7C95FA53-AD78-4911-8DFD-0CA8E572F8BF},"-74,12168006673265","4,599425912502803"
8360,004403043,N,RESIDENCIAL,1288548,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5B55922E-1CDD-4FE4-A95D-752767660F76},"-74,12280954750089","4,595741887587541"
8423,008112013,N,UNIVERSIDADES Y COLEGIOS,2225996,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{27D497FF-8347-4423-A947-234231235A17},"-74,06565211430099","4,628135963211813"
8468,006103007,N,LOTES,1229992,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A14227B8-BEA7-47C1-A515-6A6ED7B9F391},"-74,07474308260267","4,613827345147783"
8542,003205006,N,RESIDENCIAL,344199,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9119E69D-A337-4654-8803-6C59E8B548A8},"-74,06961454661965","4,589875867448085"
8576,003203017,N,LOTES,380627,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AE4A3296-27D7-4F3B-A861-77F0E22DDD04},"-74,07768178971902","4,590102484905569"
8608,004310002,N,RESIDENCIAL,1602961,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2EED480E-DD06-4AAF-8DFE-70E17A7405EB},"-74,12760314163414","4,610801905170357"
8680,003105008,N,RESIDENCIAL,1054219,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{02E22635-4B9F-4ECC-98DB-40855C386224},"-74,07127932332783","4,593821528475092"
8701,003101003,N,LOTES,1050653,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BBD0391D-B011-4C8E-86FE-18E9BC2C51B8},"-74,0733747441414","4,612825494211327"
8702,006103002,N,LOTES,391500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{51FB0696-F002-4EC5-ACDC-EFBD5A4B9C4C},"-74,07389417031223","4,614273192453936"
8739,003103045,N,LOTES,432000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3A9D4F3D-E81B-422F-8AB4-6DC13888732C},"-74,06753784362047","4,60411237713249"
8760,004105039,N,RESIDENCIAL,1367694,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DFF10CD1-CCFB-4FD6-90E2-BE72A9944439},"-74,09131162493911","4,595608571607471"
8804,007205026,N,RESIDENCIAL,1900221,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{41216F29-99E7-4DA2-B048-945C8956AEC9},"-74,07217128547242","4,634055650800597"
8987,003104003,N,RESIDENCIAL,1229859,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EFC309E8-06ED-4F59-9583-22B7AF7833FB},"-74,07057392414022","4,59699099410684"
9026,007205045,N,RESIDENCIAL,1950511,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{642C8699-5711-4FBC-91B6-73113EE2088C},"-74,07552193566107","4,634995431601306"
9117,002301032,N,RESIDENCIAL,1312178,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{21411CC1-0252-4D7C-8F42-A116223285D7},"-74,1167701069366","4,592343917587829"
9118,007202004,N,OFICINAS,1838261,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{65A2F2D9-F095-4EF1-8A6F-51AD726B484A},"-74,06848822036692","4,647257367143194"
9139,004105016,N,RESIDENCIAL,1427825,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{43D521A1-B7B8-4353-8530-338C1ED706B9},"-74,0895109928634","4,5949901598154295"
9180,004105025,N,RESIDENCIAL,1329881,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EDE84EAD-23FE-4C06-AEF8-F53870AF3052},"-74,0901528276259","4,595029719646489"
9209,005111011,N,RESIDENCIAL,2436000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5775012F-5D48-4DC2-92D0-FC05837B3DE6},"-74,09026446034771","4,64387648255479"
9237,004551011,N,RESIDENCIAL,852101,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{03EAAA28-556D-47A7-82A8-28C8BBB6AD79},"-74,1290241988032","4,6237061717431285"
9315,002301018,N,RESIDENCIAL,1241079,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{681CD2FD-AFDC-42C2-BD9C-3EA7CEB9B1B1},"-74,11562140974223","4,5907427683502755"
9354,002107003,N,RESIDENCIAL,1360000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{60C60472-9FE1-43DB-8F99-304FAEC01CE3},"-74,1054066928645","4,594091497627618"
9513,007102029,N,RESIDENCIAL,2001868,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FF3CD7A7-73E2-44D5-99C3-D9C3DDCC8C70},"-74,07236964500814","4,6321498059288935"
9540,004503056,N,RESIDENCIAL,1220253,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C6491917-FC2D-484E-969A-CE66D9CC375C},"-74,1281621404806","4,616306727983418"
9644,007209001,N,RESIDENCIAL,1826286,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{126647EF-E4B0-45E1-B483-901E42374319},"-74,06988825568506","4,639505920228607"
9650,007209005,N,RESIDENCIAL,1585226,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F97EA805-5846-4AE4-B852-349D56785DFB},"-74,07056653686683","4,639619043514835"
9663,004209035,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{56661FE8-7D7A-44DA-ABC3-BE9BF7010569},"-74,10705787545706","4,598900833017216"
9894,002104059,N,RESIDENCIAL,1827792,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BD634F0F-1ADE-436C-B2D8-7412E9961059},"-74,10466925695687","4,592376186679728"
9896,002104061,N,RESIDENCIAL,1661754,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B00E10B9-011A-41FA-B1B1-309CCCCB3E0B},"-74,10550711036831","4,591132830939052"
9898,002104064,N,RESIDENCIAL,1722021,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CE68A9F1-82DA-4A84-81F9-C3AAA42C6A21},"-74,10739671469433","4,589751807528041"
9928,006212011,N,COMERCIO,1608998,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DA709313-F26E-4ABE-B030-B76B0B70E464},"-74,11631018850527","4,634518367144967"
9930,006212015,N,UNIVERSIDADES Y COLEGIOS,792970,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D4182509-E6FD-45A1-ACD8-97581D7B769B},"-74,11821818256274","4,633992393835209"
9983,002302025,N,BODEGAS,1414721,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{54B5523C-0550-47B5-A44C-18C8E4416019},"-74,11441446506602","4,591531815238434"
10035,002107042,N,LOTES,355240,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{27D27B0C-365A-44F3-9C44-2335302FECC8},"-74,1035631346705","4,594457563819209"
10170,003103018,N,RESIDENCIAL,1388289,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D0768D59-4204-45D9-B422-4DE442B0366A},"-74,06748900089298","4,601004170053045"
10268,004107037,N,LOTES,1110153,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E7818038-92B7-420E-A634-D9E15D5DC091},"-74,1031796279916","4,597572921409469"
10356,007203035,N,RESIDENCIAL,1930895,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FD2DE840-7464-49D0-93A3-37A27E1B90C3},"-74,06785573561682","4,644817376838896"
10386,002107004,N,RESIDENCIAL,1541056,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F25D438B-5EC5-4626-A8E6-2469A4DAC83F},"-74,10504496094005","4,593555581640917"
10511,007202020,N,RESIDENCIAL,1370843,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D3879B03-B64E-4300-BB61-1622FFF00D73},"-74,06972056633214","4,647590410139753"
10532,004306011,N,RESIDENCIAL,1858535,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D4FAB6A7-03AF-4FF1-BBB1-7B7C4AB68B87},"-74,11652216210113","4,627345809649508"
10567,004107023,N,LOTES,1059208,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D66B4637-38AD-458C-95DB-C0B9BFCACB62},"-74,10272514122485","4,59570345029838"
10587,003109021,N,COMERCIO,2330239,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A42D3013-F48B-4500-B454-3E3D5F05310D},"-74,06976904566551","4,603452302102718"
10637,006203009,N,BODEGAS,1666016,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{10C21BC1-94A2-4D2D-980B-D99623E7EB46},"-74,08828717997689","4,624365934233357"
10644,003105039,N,UNIVERSIDADES Y COLEGIOS,713913,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{38A1E328-0322-4DE2-AB1F-94D89C0A4787},"-74,06691685496585","4,5967776006563685"
10721,004201041,N,INDUSTRIA,1445000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FEE21BF9-30C0-4C25-AED9-84C653FC3C40},"-74,10152644587144","4,612133407431533"
10727,004210015,N,BODEGAS,1123706,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AA2729B5-7C93-4C0B-BC93-22CC30600AE9},"-74,11124040665878","4,610007956369449"
10788,004412046,N,RESIDENCIAL,1270452,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{432A9CD3-1128-44CF-8E0F-3529E68DD9DD},"-74,1200554538765","4,602828432671637"
10978,008106033,N,LOTES,305383,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C9C29D2B-3B63-4ECA-9EEA-7FE285E64C8F},"-74,06410788051994","4,6059071081741685"
11042,007101009,N,RESIDENCIAL,2102735,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{227D19E0-1FF7-4F33-A569-6F4DD888D193},"-74,07398359451052","4,624192158571835"
11345,007107028,N,OTROS,2022693,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5F4C5B6C-0691-4789-A9D4-51BF95D30A56},"-74,07925630656999","4,625294546813507"
11754,004104048,N,RESIDENCIAL,484500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C8ACA5BB-2F1E-43B7-84BE-C70CB9C72309},"-74,08947994096194","4,602352919882744"
11775,006512007,N,COMERCIO,1795406,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EBD059B0-1E2A-4D75-BAE1-B1CF0AF7561E},"-74,12835226620764","4,646089486475884"
11794,004101038,N,BODEGAS,2570456,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{19B38D68-DF9D-4F89-AA95-57D8251BA712},"-74,09456475667454","4,606477716978873"
11808,004101013,N,LOTES,756000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9B7A42D8-A91A-4762-B640-D320939988B1},"-74,0909329026428","4,607891612846522"
11863,003215015,N,RESIDENCIAL,222658,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AC56D1DB-7BA0-464C-9F46-BDD00778B551},"-74,06758761922792","4,5923518538749635"
11865,003215017,N,LOTES,352807,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F4A82442-41C5-46E5-95D9-F45AB3BE97A4},"-74,0667053842571","4,594449314331403"
11867,004104016,N,BODEGAS,1880812,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{04E5F0D1-1915-4F63-9A88-1795546083EC},"-74,0863794951305","4,601075542524928"
11897,003212009,N,LOTES,148500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D2E423A8-90F1-4996-8C95-1B136B2F1A92},"-74,07229138846157","4,5896160543050755"
11898,003212008,N,RESIDENCIAL,357500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D3A77D05-9E7A-4358-A2F0-347C5BF10D9E},"-74,07373420920528","4,589589294207805"
11940,004102018,N,BODEGAS,1995633,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EB9BC990-EF3B-4AD9-B4BF-E2BA2CCCE3B5},"-74,08924929069362","4,608077399685003"
12026,003212015,N,LOTES,258806,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{87522137-646B-4FEB-B366-481371A853B5},"-74,07176623694167","4,58955039291505"
12115,004105054,N,UNIVERSIDADES Y COLEGIOS,887400,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C893D7E5-E23B-46D0-8826-72E8FE6C205C},"-74,09270519694006","4,594473712073721"
12119,004101029,N,BODEGAS,2496043,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{409BB6F8-AFFE-42EE-8F2F-341B3C140784},"-74,09425533082229","4,604973146867674"
12127,004101003,N,RESIDENCIAL,2377631,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9706ADA8-A069-43F1-99A9-FF72885D4C38},"-74,08984576807276","4,608496423137543"
12128,004101047,N,BODEGAS,2419036,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{67F29894-F7B4-4679-9991-D25A77D9EC09},"-74,09475986231634","4,608017027153848"
12151,004101019,N,RESIDENCIAL,2463496,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{80DE8B66-4BA9-4199-B08B-AA63A7889285},"-74,0938011973101","4,603897807835129"
12203,004105012,N,RESIDENCIAL,1464973,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{69B08F88-6900-461E-9A03-0C314557CE1D},"-74,08892460059539","4,595501849991608"
12245,004105015,N,RESIDENCIAL,1363295,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E76A48F6-1D81-43C9-B2AF-04F857C4D2E0},"-74,08930039923682","4,595636039214222"
12279,004109026,N,COMERCIO,1463181,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5A829CFF-2541-4080-907F-9BD2F8BEBB2B},"-74,09959530609193","4,603850048955987"
12288,004105048,N,RESIDENCIAL,1837003,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3141FC83-38DB-4D8D-B420-88045B3300EF},"-74,0924827269215","4,593385795958247"
12292,004201044,N,BODEGAS,1530000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3A081EF4-2C39-4DEE-9F46-B6C71317A103},"-74,09733633102537","4,617228861228668"
12314,004101012,N,RESIDENCIAL,2371872,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FBC7339F-A038-48BB-96A2-62C73C452645},"-74,09026225658265","4,6087963932757665"
12331,003104006,N,RESIDENCIAL,1082924,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7D1C9C4B-DC6E-405B-A113-1908CD3DFA04},"-74,06890272763371","4,597650896492751"
12334,004105018,N,RESIDENCIAL,1428000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7051E56D-6F8C-4799-BE75-C333EF7F67F2},"-74,08998282690996","4,5941333918111145"
12343,003101007,N,OTROS,1156625,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E2FEFBAE-188C-424B-86E4-A97A8B70BB9C},"-74,07511673468356","4,609894704393892"
12443,004551062,N,RESIDENCIAL,2007492,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1425196E-429A-4941-8442-9F7E9B3A772E},"-74,12624334581467","4,6193289892599845"
12494,004206012,N,RESIDENCIAL,1511894,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6631E5C8-9B50-4333-BAAD-2B353127D86E},"-74,10830680264638","4,621972948826055"
12536,004107018,N,RESIDENCIAL,1538343,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{06918EB4-4136-407B-A959-6728F97D47FC},"-74,10163751133469","4,596062664123161"
12603,004310001,N,RESIDENCIAL,2047841,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4C998DD6-EDA1-4A00-BA06-D7B601EE29DA},"-74,12822126461133","4,610595068869167"
12609,004551040,N,RESIDENCIAL,887982,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C5A5BD1C-A428-469D-85DD-D25B840FF4C0},"-74,12668641499471","4,621542710720562"
12691,004109014,N,RESIDENCIAL,1671455,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3C439670-5980-4B0E-9B1C-0D7F40383D89},"-74,09784393400307","4,601860529560055"
12732,004205008,N,RESIDENCIAL,1567088,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{55F95988-CC15-48F3-824A-0C256D66D2F3},"-74,10668978026858","4,615796724157527"
12786,004203029,N,RESIDENCIAL,1591540,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CDD36C73-10F9-4983-B0F4-8F47F78CEBBA},"-74,10499782137293","4,603458198430585"
12804,004202029,N,RESIDENCIAL,1820372,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{308E59E3-C992-4B44-A625-35528952E8D0},"-74,10370970346624","4,605743106159263"
12805,004202031,N,RESIDENCIAL,1512295,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4A8403AD-6365-4E68-8F1A-7B49718CF3F1},"-74,10198396663955","4,608052196100376"
12824,003203010,N,OFICINAS,686678,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C7E1CCEE-B44B-40BC-A028-C9965743949F},"-74,07786795425682","4,592742272130592"
12829,004204026,N,RESIDENCIAL,1593348,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F1D50AE9-5E0C-4FBD-8FCB-9DF24BD8AB85},"-74,11638075407694","4,608852642670962"
12846,004202035,N,RESIDENCIAL,1501030,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7DE2FA65-6621-45D3-9592-5DCD99848326},"-74,10382255735217","4,606683190634251"
12847,004202036,N,BODEGAS,2002315,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{721C5725-629B-4084-A576-F1EFF1C9A1FF},"-74,10217507067408","4,609201739975246"
12848,004202038,N,RESIDENCIAL,1506177,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8F972AD2-D3B0-451B-A746-E331A00CC073},"-74,10339181514506","4,607852535620407"
12870,004208001,N,BODEGAS,1643316,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F360A489-3384-4B85-A691-A99D11801956},"-74,0976132265558","4,6185261276159215"
