OBJECTID,Identificador de la manzana catastral,Clase de predio predominante,Grupo económico predominante,Avalúo catastral por manzana ($),Observación,GLOBALID,coord_x,coord_y
4186,006307014,N,BODEGAS,1476319,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2D5A5C11-ECFD-4B4C-8D31-4D1196BDF07C},"-74,11956596129656","4,644687698036673"
4187,006307015,N,BODEGAS,1661145,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{208250D0-C8B9-4B3D-94E1-C190FF6A7EC7},"-74,12018588845775","4,643979514417563"
4246,006107017,N,OFICINAS,1612533,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5360DD6E-1A2E-42E8-94C4-DFC88250CF1E},"-74,08800878213113","4,61720829934172"
4247,006502079,N,LOTES,529062,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AC59476C-2610-49C8-9B2F-2AA9D1CA9C64},"-74,13036937237582","4,632199913240988"
4258,006106011,N,BODEGAS,1260000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E68B34A8-FEFE-4B45-8488-AEA8469A6A4B},"-74,08341023885053","4,611711009103868"
4261,006204022,N,INDUSTRIA,1338704,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AB958E25-6D6A-4948-9942-5CA9EECC085F},"-74,0926775975499","4,621000162810252"
4264,006204025,N,INDUSTRIA,1351586,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9CBE18C8-E10A-4E84-BC49-1EF29CBABB8B},"-74,09437617670228","4,619083297135935"
4302,006509023,N,BODEGAS,1467289,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BC89B1DB-A480-400F-BC93-1D5B894EB285},"-74,12340136338544","4,637680561649615"
4303,006509025,N,BODEGAS,1486842,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AED46F97-F36E-4A19-AA20-5521FF6F2907},"-74,12369026876878","4,636329770400442"
4315,006201030,N,RESIDENCIAL,2147118,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{15165171-F90D-4D64-A2D6-BFB9D67F025C},"-74,08536964021067","4,632244904305039"
4319,006206008,N,BODEGAS,1813072,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FF8D5BEE-A6B3-460D-812E-BCC9EFE3958B},"-74,10198772457854","4,624277869746482"
4321,006204007,N,OTROS,1456703,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{82E9F701-8E8F-4704-A100-3B3FD2D61884},"-74,09049282607243","4,619920419178055"
4332,006509010,N,BODEGAS,1501402,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B222F4DE-17B0-422C-BBE0-358FB7D16B27},"-74,12328642842775","4,634212168429532"
4333,006509013,N,COMERCIO,1158527,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A024A3CD-2AD0-4469-A3EF-6C6824AC3669},"-74,12526950470102","4,6316094889115185"
4355,006206012,N,INDUSTRIA,1404702,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{936013D1-3CA9-42EA-A62F-D71F575353B6},"-74,103082847072","4,625686880001558"
4374,002107018,N,RESIDENCIAL,1560686,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F0526EE9-7672-484E-BBC7-AD155691EC1B},"-74,10712018094696","4,593020961111071"
4382,003110025,N,RESIDENCIAL,1656324,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{07E6C578-55FD-4314-9A68-2557315E9E10},"-74,07182878026622","4,598999879543368"
4383,006201031,N,LOTES,702000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{050808CE-1A26-4153-AE26-DBC56EECBCFF},"-74,08569255357651","4,631794691636222"
4384,006201034,N,RESIDENCIAL,2277954,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B74BB66E-46CB-4644-9F86-4FE42424DE16},"-74,08802204440973","4,630463071329665"
4414,006218016,N,INDUSTRIA,2337500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{59051463-ABFD-4391-B7CD-B10D89A5914D},"-74,11571725997683","4,636964447938353"
4415,006103052,N,BODEGAS,1388194,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5C7354E5-8942-491F-9C59-9A2CC1E84717},"-74,08091368291545","4,614809431959085"
4417,003110030,N,UNIVERSIDADES Y COLEGIOS,1549818,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8A469FA2-97DF-4DCB-B078-D5EBEA319904},"-74,07093344445033","4,598424128250172"
4466,002309039,N,OTROS,1183200,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2B164A2C-F388-41EC-9723-AED81CEDC472},"-74,11896273025302","4,590383518649259"
4508,006215017,N,RESIDENCIAL,2084842,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A199716F-AB89-4B19-A45B-1E1E11237758},"-74,10839339293972","4,63068033963453"
4531,006212032,N,BODEGAS,2220256,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BE726AC1-4150-4A2F-B746-F22A933D57ED},"-74,12103926287162","4,630123564619481"
4535,006212038,N,OFICINAS,1897755,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7A4C7ABB-3A25-4077-B1C8-B9164B03AD55},"-74,11980014398465","4,6297630818618005"
4545,006105005,N,RESIDENCIAL,1295572,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AA16C767-5C90-430B-A609-1C60347FF322},"-74,07987043597734","4,605794859924511"
4606,006212008,N,BODEGAS,2010882,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BDBBDEC3-757D-48A9-9DE2-8979CC4360D2},"-74,11515388654615","4,629891451244122"
4623,006201039,N,RESIDENCIAL,2012598,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{107A87F6-9E30-4434-9AEA-2FE9CBDAFCDF},"-74,08689673491624","4,632461921485944"
4711,006211005,N,RESIDENCIAL,1278464,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EE629E87-BDAD-4F81-AF3E-96D1FF9C15A4},"-74,08995604499461","4,620497914653578"
4730,006215024,N,OFICINAS,637500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DCDADB86-538E-4E62-A182-526CD0E701E8},"-74,1084913778058","4,6317961050014596"
4734,006215032,N,RESIDENCIAL,1929533,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{247A9DDC-D7C9-491D-B086-CBF695BB3DB5},"-74,10936786208158","4,633896139714346"
4821,003107020,N,COMERCIO,10958088,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6212B770-39BE-4D50-8A4D-13FD64023F84},"-74,07887576171693","4,60118847235383"
4922,006215001,N,BODEGAS,1491453,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7B9E4AEF-C935-417F-B5A6-78DC74D3757E},"-74,10470082499911","4,633453359966306"
4950,006212007,N,BODEGAS,2096306,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{030DD212-7071-4113-AEB9-6ABBCECC17C9},"-74,11327958932122","4,631939776464966"
5049,006502019,N,RESIDENCIAL,1360000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{38377B9E-9DB6-4DA0-9E1B-4E387BB53183},"-74,13007073736497","4,63391972763097"
5050,006502022,N,RESIDENCIAL,1377354,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AEF8CEDF-6951-4307-8EFC-060789AD0B3A},"-74,13059973116154","4,634540572646185"
5072,007208016,N,RESIDENCIAL,1894517,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3943DA3F-964A-4E8C-A6F3-7FD21329D191},"-74,07049199414578","4,643505464413106"
5135,002102045,N,RESIDENCIAL,1284994,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0BB5E5E2-459E-43EE-9D58-6AB7860BF2A9},"-74,09645384918757","4,589695911185377"
5145,004208027,N,INDUSTRIA,1241651,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B8842818-06EC-428F-AC42-2D3A4CD6CF5A},"-74,1047271288897","4,61674815033619"
5152,004306004,N,RESIDENCIAL,1809819,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BED87137-C3D8-49A0-A98C-7EE8728A3BB0},"-74,11798661638117","4,624122883325303"
5155,004210053,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FD0B8F77-1E61-43DC-B57C-471ADF49EEEB},"-74,11063371429012","4,610887389769759"
5217,008107005,N,LOTES,963000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A1A34CF3-0433-4BC9-B6B0-2AE872DE05EB},"-74,07028478840981","4,612245793938809"
5275,008109004,N,OTROS,1449896,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D0F61500-BA9D-409D-8AEA-59334777168D},"-74,06716886464478","4,617475207448139"
5282,008221002,N,RESIDENCIAL,307685,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8C094E03-8FD4-4BF9-AFCA-6F517CE3F77A},"-74,05785531791744","4,630867482421848"
5293,008103006,N,OFICINAS,1869433,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C7F47C15-9621-448A-9786-9CE57511B36B},"-74,06541742702667","4,62091115523345"
5295,007209010,N,RESIDENCIAL,1855638,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{43A7C522-E01C-4D42-8252-D23F0E6F55C7},"-74,07141468886701","4,638753910727613"
5296,007209012,N,RESIDENCIAL,1676820,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6F2F16EE-9113-40C5-8490-9FD929770811},"-74,07185664124128","4,6370566078915845"
5325,003106037,N,RESIDENCIAL,1089198,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6B717F82-61B0-4DAA-824C-2095603C4853},"-74,0735423750017","4,594173250163216"
5338,007202036,N,RESIDENCIAL,1935076,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C1595AE7-F75C-4B98-B3DD-ABA666AFF238},"-74,07213255573626","4,647321878083896"
5390,004206065,N,RESIDENCIAL,1192669,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0671BB5C-8250-4C2D-84EC-A38986300D58},"-74,10807128064938","4,619099228423115"
5465,002102022,N,RESIDENCIAL,1407408,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B72395DF-55FF-4996-AB1D-0212749977B9},"-74,09355851363412","4,589459652119809"
5501,006502061,N,RESIDENCIAL,1641320,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{14082C86-E827-43B9-AAD2-CC607F45A99A},"-74,12883619875467","4,6324437860301"
5506,002309040,N,BODEGAS,2202935,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{976EED15-8174-420E-8DCA-6AB173F4ED9D},"-74,12551984792283","4,591105865803904"
5580,006217036,N,LOTES,667457,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CA22D253-3296-4BEE-85FB-270D6971101B},"-74,09867237040278","4,6379192257675825"
5665,006101008,N,LOTES,513000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D150E022-890B-4C35-9DDF-494AC4B9B86E},"-74,07921829018605","4,623657086758889"
5691,004406026,N,RESIDENCIAL,1749690,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{95902A0B-BAE1-471F-9343-C6DA95B6462B},"-74,12892757706948","4,599538923630905"
5731,004205061,N,RESIDENCIAL,1502634,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{44074D2E-5D10-4DD7-BBA1-F61072A8E47B},"-74,11040153238258","4,616119345189063"
5754,007205049,N,LOTES,666000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{59EDB295-ACA7-4FC3-8FD3-8C2E0ACEC647},"-74,06945063665212","4,632957397934637"
5820,004205034,N,RESIDENCIAL,1614326,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AA7E302D-07C0-4519-A392-3479BB52D7F2},"-74,11046537090178","4,61492186487961"
5835,008107019,N,LOTES,432000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{21447783-872E-4EE0-BCAB-4B2EC2AD885A},"-74,06688337424458","4,609434288859277"
5848,006206003,N,BODEGAS,1620872,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6FB379E0-DD34-40E1-BC46-97119D1FD098},"-74,10081061200565","4,623221134913219"
5883,007103013,N,OFICINAS,1944771,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E6807761-0440-468E-B216-E04ADB463B57},"-74,07096806780564","4,62684956163716"
5884,007103014,N,OFICINAS,1947666,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DFFF861F-5E2A-44F5-B69A-FE50A5B72218},"-74,07138855239387","4,626375203556746"
5885,007103015,N,UNIVERSIDADES Y COLEGIOS,1130500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{29E4E5BE-2CE7-4DA3-8009-E1521BACB84F},"-74,07124368805759","4,629378703428707"
5980,005107012,N,RESIDENCIAL,2093523,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5E67EB26-53A8-47AB-842D-525FC22AF907},"-74,08228951295459","4,629925366083337"
6005,007104035,N,RESIDENCIAL,2046398,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{716508E3-41A7-44B2-973C-42AAD922E076},"-74,07375558229299","4,621539360538203"
6031,008101008,N,COMERCIO,2362890,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{58EDE4F4-ADE0-40E5-8325-822D5627B993},"-74,06799614474926","4,624792347489417"
6036,002301024,N,LOTES,140922,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BBE89D5C-4EF1-4218-B252-8BFF834A9A05},"-74,11776433605996","4,592197386985603"
6082,007104017,N,OFICINAS,2058757,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D8A6EEE0-4EF0-4B08-B62B-87CF26EC55CB},"-74,071731957987","4,623035417218948"
6085,007205029,N,RESIDENCIAL,1929628,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D9295212-1FDC-4F59-8EC5-EEFA1590AB81},"-74,07264534282561","4,636330068625194"
6087,007205037,N,RESIDENCIAL,2049572,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{59D1BA61-9BB6-40AA-AB37-BF9ED65D4583},"-74,07385588669229","4,636952460013868"
6088,007205039,N,RESIDENCIAL,2055731,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6497F305-FC99-43FD-AFB6-E090CCF30B5C},"-74,07442422552506","4,637114520614728"
6133,007103002,N,OFICINAS,1960704,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C1380EA5-AA88-412D-B975-6F25FCFBC119},"-74,06962169426944","4,628251924590031"
6149,004205030,N,RESIDENCIAL,1600990,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8F3E9EF9-7699-441B-9057-381C0ED3FA5B},"-74,10928554463322","4,614386271816443"
6151,006107008,N,BODEGAS,2564568,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0236DD62-CD1A-46DF-BBED-4AAF7ECDB799},"-74,08741633606739","4,612977964223484"
6170,007104024,N,OFICINAS,2091475,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{84DF342B-90A2-4F18-BC0F-9083C7E2FC17},"-74,07246741715277","4,6247170090130565"
6174,007203007,N,UNIVERSIDADES Y COLEGIOS,1283500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{877E34AD-2985-432E-8E0F-8EF93B376E53},"-74,06608840880969","4,644497607900951"
6175,007205044,N,RESIDENCIAL,1937467,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{06EAEAD1-9C3E-4DF4-80BF-C2165C5E5EEF},"-74,07541601052638","4,635606103641443"
6217,007101038,N,LOTES,1319685,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{70C3E0D5-3F76-4211-8AC6-989CAA2DABA3},"-74,0760444346121","4,624599525627842"
6220,007101044,N,RESIDENCIAL,1655865,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{778920A4-1940-46EA-AEAB-596811AB8834},"-74,07655937203668","4,628533316028392"
6227,007103007,N,OFICINAS,1959393,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E9C9BE50-96F9-4DD7-98B0-18F213824282},"-74,07021539676437","4,627445561561846"
6234,008107007,N,OFICINAS,1174726,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4311CE4B-9C3D-433C-9474-D6964C140DB4},"-74,06986448987259","4,612814235938668"
6247,006509001,N,BODEGAS,1976313,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FF430654-ACE6-495B-8D06-44CD86F5F0C0},"-74,12163696672435","4,638733373594815"
6300,002102066,N,RESIDENCIAL,1233721,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7C6850FC-8733-4357-9303-3ED84D81A806},"-74,09765885356387","4,590030334153778"
6318,006101004,N,BODEGAS,1800456,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{645D073F-00AF-42FA-9572-D4BC212FFBB2},"-74,07954714474135","4,620803445423683"
6370,007202031,N,LOTES,1413982,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{17D7F13A-8284-4B8D-8357-B0EA949119DC},"-74,07091267463531","4,645389676916736"
6374,007204018,N,RESIDENCIAL,1866415,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E28BBB6C-D4DE-4BEB-AD8A-D0FDBA2FEC09},"-74,0693873255002","4,637662965622874"
6379,007204021,N,RESIDENCIAL,2025600,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3F866A2D-29DB-4096-99DC-02053A85DE71},"-74,06983560802277","4,636450337148694"
6392,002102034,N,RESIDENCIAL,1412202,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A68166FB-4E06-4A98-B258-5E6BA904018A},"-74,0942988438788","4,590070922875991"
